Title,URL,License,ID,File
"Proces rozpoznania, oczekiwania oraz charakterystyka psychologiczna kobiet z zespołem wielotorbielowatych jajników",https://ppm.edu.pl/info/phd/GUM07de31bf6fcf4115b735f7b61bc121fa?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BProces%2Brozpoznania%252C%2Boczekiwania%2Boraz%2Bcharakterystyka%2Bpsychologiczna%2Bkobiet%2Bz%2Bzespo%25C5%2582em%2Bwielotorbielowatych%2Bjajnik%25C3%25B3w%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,17,https://ppm.edu.pl/docstore/download/GUMd936ed082a9c459e91a4bb4e49d9268c/GUM07de31bf6fcf4115b735f7b61bc121fa.pdf?entityType=phd&entityId=GUM07de31bf6fcf4115b735f7b61bc121fa
Kompleksowa ocena elektrokardiograficznych parametrów okresu repolaryzacji oraz dotyczącyh załamka P u dorosłych z nadwagą i otyłością i ich powiązania z występowaniem zaburzeń rytmu w różnych grupach wiekowych,https://ppm.edu.pl/info/phd/UMW9a317ff299a745ab9cdb45fd83923caf?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BKompleksowa%2Bocena%2Belektrokardiograficznych%2Bparametr%25C3%25B3w%2Bokresu%2Brepolaryzacji%2Boraz%2Bdotycz%25C4%2585cyh%2Bza%25C5%2582amka%2BP%2Bu%2Bdoros%25C5%2582ych%2Bz%2Bnadwag%25C4%2585%2Bi%2Boty%25C5%2582o%25C5%259Bci%25C4%2585%2Bi%2Bich%2Bpowi%25C4%2585zania%2Bz%2Bwyst%25C4%2599powaniem%2Bzaburze%25C5%2584%2Brytmu%2Bw%2Br%25C3%25B3%25C5%25BCnych%2Bgrupach%2Bwiekowych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY,18,https://ppm.edu.pl/docstore/download/UMWf97f22abc9eb42fc86c5d373d6de5ca6/Dykiert+Irena.pdf?entityType=phd&entityId=UMW9a317ff299a745ab9cdb45fd83923caf
Ocena zmian elektrofizjologicznych w mózgu w zaburzeniach odżywiania (Anorexia Nervosa),https://ppm.edu.pl/info/phd/UMWe6ffbc98558f45aea3e14f206ce71bd0?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bzmian%2Belektrofizjologicznych%2Bw%2Bm%25C3%25B3zgu%2Bw%2Bzaburzeniach%2Bod%25C5%25BCywiania%2B%2528Anorexia%2BNervosa%2529%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY,19,https://ppm.edu.pl/docstore/download/UMW9e95ca6a01f942318ab2a712675dadc6/Dziadkowiec-Macek+Barbara.pdf?entityType=phd&entityId=UMWe6ffbc98558f45aea3e14f206ce71bd0
Czynniki wpływające na przeżycie pacjentów z nagłym zatrzymaniem krążenia,https://ppm.edu.pl/info/phd/UMW626767e24fe44f16b67bc89cd93041a0?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BCzynniki%2Bwp%25C5%2582ywaj%25C4%2585ce%2Bna%2Bprze%25C5%25BCycie%2Bpacjent%25C3%25B3w%2Bz%2Bnag%25C5%2582ym%2Bzatrzymaniem%2Bkr%25C4%2585%25C5%25BCenia%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY,20,https://ppm.edu.pl/docstore/download/UMWd2908fb499fc4ead84fffe3fb8992b0e/Fehler+Piotr.pdf?entityType=phd&entityId=UMW626767e24fe44f16b67bc89cd93041a0
Polimorfizm genu IKZF oraz czynnik transkrypcyjny IKAROS a ryzyko wystąpienia zaburzeń metabolicznych u chorych na ostrą białaczkę limfoblastyczną,https://ppm.edu.pl/info/phd/UMWa84154ce142a40dda16f4dc5485454cd?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BPolimorfizm%2Bgenu%2BIKZF%2Boraz%2Bczynnik%2Btranskrypcyjny%2BIKAROS%2Ba%2Bryzyko%2Bwyst%25C4%2585pienia%2Bzaburze%25C5%2584%2Bmetabolicznych%2Bu%2Bchorych%2Bna%2Bostr%25C4%2585%2Bbia%25C5%2582aczk%25C4%2599%2Blimfoblastyczn%25C4%2585%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC-SA,22,https://ppm.edu.pl/docstore/download/UMW5a8d25017a7545449749bd2e37f87753/Galant+Karolina.pdf?entityType=phd&entityId=UMWa84154ce142a40dda16f4dc5485454cd
Ocena stężenia transferyny i jej izoform oraz białek ostrej fazy u chorych na COVID-19,https://ppm.edu.pl/info/phd/UMB9d58ce75b029448e82e86ca26ba7e56b?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bst%25C4%2599%25C5%25BCenia%2Btransferyny%2Bi%2Bjej%2Bizoform%2Boraz%2Bbia%25C5%2582ek%2Bostrej%2Bfazy%2Bu%2Bchorych%2Bna%2BCOVID-19%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,23,https://ppm.edu.pl/docstore/download/UMBe4ce2fd7970f404ab8d8df74c84ead51/000005560.pdf?entityType=phd&entityId=UMB9d58ce75b029448e82e86ca26ba7e56b
Porównanie skuteczności i bezpieczeństwa kanaloplastyki ab externo i wszczepienia mikroimplantu iStent pierwszej generacji podczas operacji fakoemulsyfikacji zaćmy w leczeniu jaskry pierwotnej otwartego kąta przesączania,https://ppm.edu.pl/info/phd/UMBc585e37797254d0ab9b6076199e43ad7?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BPor%25C3%25B3wnanie%2Bskuteczno%25C5%259Bci%2Bi%2Bbezpiecze%25C5%2584stwa%2Bkanaloplastyki%2Bab%2Bexterno%2Bi%2Bwszczepienia%2Bmikroimplantu%2BiStent%2Bpierwszej%2Bgeneracji%2Bpodczas%2Boperacji%2Bfakoemulsyfikacji%2Bza%25C4%2587my%2Bw%2Bleczeniu%2Bjaskry%2Bpierwotnej%2Botwartego%2Bk%25C4%2585ta%2Bprzes%25C4%2585czania%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY,24,https://ppm.edu.pl/docstore/download/UMB3b0e9f8703b54180ac556d9c2d454c4c/000005544.pdf?entityType=phd&entityId=UMBc585e37797254d0ab9b6076199e43ad7
Ocena możliwości poprawy dostępności i koordynacji świadczeń dla pacjentów ze schorzeniami narządu wzroku na podstawie analizy danych i badań jakościowych wśród pacjentów województwa pomorskiego,https://ppm.edu.pl/info/phd/GUM7713b7f022544a90b80d1ba21cad3284?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bmo%25C5%25BCliwo%25C5%259Bci%2Bpoprawy%2Bdost%25C4%2599pno%25C5%259Bci%2Bi%2Bkoordynacji%2B%25C5%259Bwiadcze%25C5%2584%2Bdla%2Bpacjent%25C3%25B3w%2Bze%2Bschorzeniami%2Bnarz%25C4%2585du%2Bwzroku%2Bna%2Bpodstawie%2Banalizy%2Bdanych%2Bi%2Bbada%25C5%2584%2Bjako%25C5%259Bciowych%2Bw%25C5%259Br%25C3%25B3d%2Bpacjent%25C3%25B3w%2Bwojew%25C3%25B3dztwa%2B%2Bpomorskiego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC-SA,25,https://ppm.edu.pl/docstore/download/GUM2d314b2f7ea44cfe8fac6755e9b78636/GUM7713b7f022544a90b80d1ba21cad3284.pdf?entityType=phd&entityId=GUM7713b7f022544a90b80d1ba21cad3284
Rola białka RBMS 3 w raku gruczołu piersiowego,https://ppm.edu.pl/info/phd/UMW8dfaa6f0e3ea4256be738e6087dbf601?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BRola%2Bbia%25C5%2582ka%2BRBMS%2B3%2Bw%2Braku%2Bgruczo%25C5%2582u%2Bpiersiowego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY,26,https://ppm.edu.pl/docstore/download/UMW198c252524614f18a7a27d978a9877a2/G%C3%B3rnicki+Tomasz.pdf?entityType=phd&entityId=UMW8dfaa6f0e3ea4256be738e6087dbf601
"Możliwości terapeutyczne uszkodzeń chrząstki stawowej stawów kolanowych. Przegląd technik operacyjnych, ze szczególną oceną rekonstrukcji z wykorzystaniem membrany hiaulronowej. Wpływ czynników zewnętrznych na uzyskany efekt terapeutyczny",https://ppm.edu.pl/info/phd/UMW97bef0e9fedd4ca08f15966a049993d7?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BMo%25C5%25BCliwo%25C5%259Bci%2Bterapeutyczne%2Buszkodze%25C5%2584%2Bchrz%25C4%2585stki%2Bstawowej%2Bstaw%25C3%25B3w%2Bkolanowych.%2BPrzegl%25C4%2585d%2Btechnik%2Boperacyjnych%252C%2Bze%2Bszczeg%25C3%25B3ln%25C4%2585%2Bocen%25C4%2585%2Brekonstrukcji%2Bz%2Bwykorzystaniem%2Bmembrany%2Bhiaulronowej.%2BWp%25C5%2582yw%2Bczynnik%25C3%25B3w%2Bzewn%25C4%2599trznych%2Bna%2Buzyskany%2Befekt%2Bterapeutyczny%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY,28,https://ppm.edu.pl/docstore/download/UMW7caa169ba3f8488bbc46d7eab5474ecf/Gryglewicz+Jaros%C5%82aw.pdf?entityType=phd&entityId=UMW97bef0e9fedd4ca08f15966a049993d7
Sztywność i elastyczność aorty oceniane metodą wielorzędowej tomografii komputerowej jako potencjalne markery zdrowia i ryzyka sercowo-naczyniowego,https://ppm.edu.pl/info/phd/UMW182a04504a0b4be481fe2afa11ecd920?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BSztywno%25C5%259B%25C4%2587%2Bi%2Belastyczno%25C5%259B%25C4%2587%2Baorty%2Boceniane%2Bmetod%25C4%2585%2Bwielorz%25C4%2599dowej%2Btomografii%2Bkomputerowej%2Bjako%2Bpotencjalne%2Bmarkery%2Bzdrowia%2Bi%2Bryzyka%2Bsercowo-naczyniowego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,29,https://ppm.edu.pl/docstore/download/UMW28515b67a36f4b5d9c70893ce1d2252c/Hajdusianek+Wojciech.pdf?entityType=phd&entityId=UMW182a04504a0b4be481fe2afa11ecd920
Wpływ płytek krwi i mikrocząsteczek pochodzenia płytkowego na uszkodzenie kardiomiocytów w warunkach chemicznego niedokrwienia i reperfuzji,https://ppm.edu.pl/info/phd/UMW99a1f46716be4d0388224414f2a87521?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BWp%25C5%2582yw%2Bp%25C5%2582ytek%2Bkrwi%2Bi%2Bmikrocz%25C4%2585steczek%2Bpochodzenia%2Bp%25C5%2582ytkowego%2Bna%2Buszkodzenie%2Bkardiomiocyt%25C3%25B3w%2Bw%2Bwarunkach%2Bchemicznego%2Bniedokrwienia%2Bi%2Breperfuzji%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY,30,https://ppm.edu.pl/docstore/download/UMW759ff591314947fba16c0bb2bf450488/Ha%C5%82ucha+Kornela.pdf?entityType=phd&entityId=UMW99a1f46716be4d0388224414f2a87521
Ocena efektywności nowej metody rekonstrukcji kości żuchwy z wykorzystaniem indywidualizowanego 3D allogennego bloku kostnego w odcinkach uzębionych,https://ppm.edu.pl/info/phd/UMW3211444b64564887a08254b4ee9de5db?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Befektywno%25C5%259Bci%2Bnowej%2Bmetody%2Brekonstrukcji%2Bko%25C5%259Bci%2B%25C5%25BCuchwy%2Bz%2Bwykorzystaniem%2Bindywidualizowanego%2B3D%2Ballogennego%2Bbloku%2Bkostnego%2Bw%2Bodcinkach%2Buz%25C4%2599bionych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,31,https://ppm.edu.pl/docstore/download/UMWc24a08fbdedf431b8cd1e0475056a4ac/Hnitecka+Sylwia.pdf?entityType=phd&entityId=UMW3211444b64564887a08254b4ee9de5db
Ocena częstości występowania czynników ryzyka w kontekście uszkodzenia słuchu u dzieci w praktyce ośrodka o II stopniu referencyjności w latach 2019-2021,https://ppm.edu.pl/info/phd/UMW04086dff3c6b44b7821d3a00e33748e0?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bcz%25C4%2599sto%25C5%259Bci%2Bwyst%25C4%2599powania%2Bczynnik%25C3%25B3w%2Bryzyka%2Bw%2Bkontek%25C5%259Bcie%2Buszkodzenia%2Bs%25C5%2582uchu%2Bu%2Bdzieci%2Bw%2Bpraktyce%2Bo%25C5%259Brodka%2Bo%2BII%2Bstopniu%2Breferencyjno%25C5%259Bci%2Bw%2Blatach%2B2019-2021%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC-SA,32,https://ppm.edu.pl/docstore/download/UMW7a4d0421b18d4ac4a8ab592f5b56b512/Holanowska+Joanna.pdf?entityType=phd&entityId=UMW04086dff3c6b44b7821d3a00e33748e0
Analiza ekspresji receptora PAR-1 w płytkach krwi oraz wybranych polimorfizmów genu PAR-1 u pacjentów z miażdżycą zarostową,https://ppm.edu.pl/info/phd/UMWa6a681382cef49cdaaec8cb6687d05d4?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BAnaliza%2Bekspresji%2Breceptora%2BPAR-1%2Bw%2Bp%25C5%2582ytkach%2Bkrwi%2Boraz%2Bwybranych%2Bpolimorfizm%25C3%25B3w%2Bgenu%2BPAR-1%2Bu%2Bpacjent%25C3%25B3w%2Bz%2Bmia%25C5%25BCd%25C5%25BCyc%25C4%2585%2Bzarostow%25C4%2585%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC-SA,33,https://ppm.edu.pl/docstore/download/UMWfc43cf1d4d854beab700c9b94ef0500e/Jakobsche-Policht+Urszula.pdf?entityType=phd&entityId=UMWa6a681382cef49cdaaec8cb6687d05d4
Analiza czynników resekcyjności raka pola trzustkowo-dwunastniczego w materiale własnym,https://ppm.edu.pl/info/phd/UMWaa49100222f147308cf209aadebb3bab?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BAnaliza%2Bczynnik%25C3%25B3w%2Bresekcyjno%25C5%259Bci%2Braka%2Bpola%2Btrzustkowo-dwunastniczego%2Bw%2Bmateriale%2Bw%25C5%2582asnym%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY,34,https://ppm.edu.pl/docstore/download/UMW16a0e442349640389dd837f04e98334a/Janiszewski+Kacper.pdf?entityType=phd&entityId=UMWaa49100222f147308cf209aadebb3bab
Aspekty kliniczne i immunologiczne chorych z hidradenitis suppurativa,https://ppm.edu.pl/info/phd/UMWbab5858906794334a86fd4c954c527a9?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BAspekty%2Bkliniczne%2Bi%2Bimmunologiczne%2Bchorych%2Bz%2Bhidradenitis%2Bsuppurativa%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY,36,https://ppm.edu.pl/docstore/download/UMW376739624ec946d3bba34f575e15e1c0/Jastrz%C4%85b-Mi%C5%9Bkiewicz+Beata.pdf?entityType=phd&entityId=UMWbab5858906794334a86fd4c954c527a9
Ocena wartości klinicznej limfoangioinwazji w raku gruczołu krokowego u chorych poddanych radykalnej prostatektomii,https://ppm.edu.pl/info/phd/UMWd8c25aa5b5844891abee5b50f407598e?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bwarto%25C5%259Bci%2Bklinicznej%2Blimfoangioinwazji%2Bw%2Braku%2Bgruczo%25C5%2582u%2Bkrokowego%2Bu%2Bchorych%2Bpoddanych%2Bradykalnej%2Bprostatektomii%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY,38,https://ppm.edu.pl/docstore/download/UMWf2d21b4628b9483d97da74e674aae10a/Karwacki+Jakub.pdf?entityType=phd&entityId=UMWd8c25aa5b5844891abee5b50f407598e
Ocena stężenia kwasu hialuronowego w surowicy chorych z COVID-19,https://ppm.edu.pl/info/phd/UMB2e96d8d31d374580992abf54a4f9d4c2?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bst%25C4%2599%25C5%25BCenia%2Bkwasu%2Bhialuronowego%2Bw%2Bsurowicy%2Bchorych%2Bz%2BCOVID-19%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,39,https://ppm.edu.pl/docstore/download/UMB163e779b871e440eb802009d094b6452/000005556.pdf?entityType=phd&entityId=UMB2e96d8d31d374580992abf54a4f9d4c2
"Ocena wpływu zmian systemowych na diagnostykę i leczenie pacjentów onkologicznych w Polsce. na przykładzie Uniwersyteckiego Szpitala Klinicznego im. Mikulicza Radeckiego we Wrocławiu, w latach 2010-2021",https://ppm.edu.pl/info/phd/UMWb99db56d323e4d32a4938445e531931f?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bwp%25C5%2582ywu%2Bzmian%2Bsystemowych%2Bna%2Bdiagnostyk%25C4%2599%2Bi%2Bleczenie%2Bpacjent%25C3%25B3w%2Bonkologicznych%2Bw%2BPolsce.%2Bna%2Bprzyk%25C5%2582adzie%2BUniwersyteckiego%2BSzpitala%2BKlinicznego%2Bim.%2BMikulicza%2BRadeckiego%2Bwe%2BWroc%25C5%2582awiu%252C%2Bw%2Blatach%2B2010-2021%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,41,https://ppm.edu.pl/docstore/download/UMW9ff61eab58e24e0c8d6afc7e2d042321/Kiedik+Dorota.pdf?entityType=phd&entityId=UMWb99db56d323e4d32a4938445e531931f
Humoralne mechanizmy w doświadczalnym modelu tachyarytmicznego wstrząsu kardiogennego,https://ppm.edu.pl/info/phd/UMW900344de6b28457baf6ddb52f052428a?affil=&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BHumoralne%2Bmechanizmy%2Bw%2Bdo%25C5%259Bwiadczalnym%2Bmodelu%2Btachyarytmicznego%2Bwstrz%25C4%2585su%2Bkardiogennego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY,42,https://ppm.edu.pl/docstore/download/UMW966bdf3f7ba74719812d0c5b701457ba/Klepuszewski+Maciej.pdf?entityType=phd&entityId=UMW900344de6b28457baf6ddb52f052428a
